mouse_life_stage,Early adult
analysis_id,9736tou1890fu71
gene_accession_id,MGI:1915325
gene_symbol,Lurap1
mouse_strain,C57BL
pvalue,0.7468209
parameter_id,MGP_MLN_033_001
parameter_name,Resting NK cells - % of NK cells
