gene_symbol,Ints7
mouse_life_stage,E9.5
parameter_name,Follicular B cells - % of B2 cells
pvalue,0.2900552
mouse_strain,C57BL
analysis_id,e8020j8sc3d2fkz
parameter_id,MGP_IMM_048_001
gene_accession_id,MGI:1924315
