mouse_life_stage,Early adult
parameter_name,Time mobile dark side
mouse_strain,C57BL
parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:1916220
analysis_id,14yuah49243znl2
pvalue,0.1042802
gene_symbol,Dcaf12
