pvalue,0.9461018
gene_symbol,Mov10
mouse_life_stage,Early adult
parameter_name,Center average speed
parameter_id,JAXLA_OFD_017_001
mouse_strain,C57BL
analysis_id,tu1292bmvsfw312
gene_accession_id,MGI:97054
