mouse_strain,129SV
analysis_id,nqxjpms52zo5tg1
gene_symbol,Cds2
parameter_id,MGP_IMM_101_001
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
pvalue,0.2713988
