gene_symbol,Secisbp2l
parameter_name,Retina (combined)
pvalue,0.1032714
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,cq98z0krno1z6p5
gene_accession_id,MGI:1917604
parameter_id,JAXLA_EYE_092_001
