pvalue,0.5305024
mouse_life_stage,Middle aged adult
gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,mveocf1ez900k2k
parameter_id,IMPC_ECG_004_001
parameter_name,RR
gene_accession_id,MGI:1917604
