parameter_name,Whole arena resting time
analysis_id,2890c6235ul5o99
gene_symbol,Pglyrp3
parameter_id,IMPC_OFD_007_001
pvalue,0.05596441
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2685266
