gene_symbol,Cntfr
parameter_name,Prepulse inhibition - PP2
mouse_life_stage,Early adult
analysis_id,fy0dh5s2362j54b
pvalue,0.2072836
mouse_strain,C57BL
gene_accession_id,MGI:99605
parameter_id,ESLIM_011_001_702
