gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,hwi822y06w58d8p
parameter_id,IMPC_GEL_060_001
pvalue,0.6347475
mouse_life_stage,Early adult
parameter_name,Neural tube morphology
mouse_strain,C57BL
