gene_symbol,Hspa5
mouse_life_stage,E9.5
parameter_name,Coat - color pattern - back
parameter_id,IMPC_CSD_008_001
gene_accession_id,MGI:95835
analysis_id,uc6ciztr2dzgzo6
pvalue,0.06785478
mouse_strain,C57BL
