mouse_strain,129SV
pvalue,0.4985013
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
analysis_id,54h55k8i46t5o70
parameter_name,Startle response
gene_symbol,Arpc2
parameter_id,ESLIM_008_001_013
