gene_symbol,Fgb
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
analysis_id,qs9bjebkmd7i894
parameter_name,UIBC (unsaturated iron binding capacity)
pvalue,0.1674358
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
