parameter_id,JAX_LDT_002_001
pvalue,0.2015266
parameter_name,Light side time spent
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
gene_accession_id,MGI:1914050
mouse_strain,C57BL
analysis_id,6geownrq058u217
