parameter_name,Prepulse inhibition - PP4
pvalue,0.4941132
gene_accession_id,MGI:104640
mouse_strain,C57BL
gene_symbol,Rab17
parameter_id,ESLIM_011_001_704
analysis_id,935v0wa5q2w0690
mouse_life_stage,Early adult
