parameter_id,JAX_SLW_014_001
gene_symbol,Trp53i11
mouse_life_stage,Early adult
analysis_id,a5iu8nnb19s9nk7
mouse_strain,C57BL
gene_accession_id,MGI:2670995
pvalue,0.8756835
parameter_name,Breath rate during sleep standard deviation
