parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
gene_symbol,Car13
analysis_id,l3977k57r2pmaff
mouse_strain,C57BL
gene_accession_id,MGI:1931322
pvalue,0.593552
mouse_life_stage,Early adult
