gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.1462762
analysis_id,764p27x9fc52xt8
parameter_name,Narrow eye opening
parameter_id,IMPC_EYE_006_001
