parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
analysis_id,88m6gn44r316w3u
pvalue,0.6278207
gene_symbol,Trp53i11
