parameter_id,IMPC_EYE_007_001
mouse_life_stage,Early adult
analysis_id,sars7607fpx363b
mouse_strain,C57BL
gene_accession_id,MGI:1914071
pvalue,0.7335178
parameter_name,Cornea
gene_symbol,Bcs1l
