pvalue,0.3038908
parameter_name,Neural tube morphology
gene_accession_id,MGI:1924360
parameter_id,IMPC_GEL_060_001
gene_symbol,Gpbp1l1
mouse_strain,C57BL
analysis_id,8s6g48fzi7h59s4
mouse_life_stage,Early adult
