gene_symbol,Eprs1
parameter_id,IMPC_EYE_059_001
gene_accession_id,MGI:97838
analysis_id,oh213029w61v7we
mouse_life_stage,E9.5
pvalue,0.2916669
mouse_strain,C57BL
parameter_name,Mean right eye lens density
