gene_symbol,Col6a3
mouse_life_stage,Early adult
pvalue,0.3191258
gene_accession_id,MGI:88461
mouse_strain,C57BL
analysis_id,026wo79685ie0z0
parameter_name,Total holepokes
parameter_id,JAXLA_HBD_001_001
