mouse_life_stage,Early adult
gene_symbol,Tnfsf10
pvalue,0.164374
analysis_id,1d812elyz4238q7
parameter_id,MGP_MLN_013_001
gene_accession_id,MGI:107414
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_strain,C57BL
