mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
mouse_strain,C57BL
parameter_name,Lumbar processes
parameter_id,IMPC_XRY_065_001
analysis_id,6b224xx1ug1i7x1
gene_symbol,Bpifa3
pvalue,0.1827268
