gene_symbol,Nucks1
pvalue,0.81056
analysis_id,6369d6a9n9279x5
mouse_life_stage,Early adult
parameter_name,Monocyte percentage
parameter_id,MGP_PBI_016_001
mouse_strain,C57BL
gene_accession_id,MGI:1934811
