gene_symbol,Mapkap1
parameter_name,center - distance
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
gene_accession_id,MGI:2444554
analysis_id,ei6ximqj3oaizz4
pvalue,0.2449087
