gene_symbol,Nucks1
parameter_id,ESLIM_011_001_702
mouse_strain,C57BL
analysis_id,v25n09cl7qxdj84
mouse_life_stage,Middle aged adult
parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:1934811
pvalue,0.3575472
