parameter_id,UCDLA_EYE_017_001
analysis_id,npqmja65o8uc770
pvalue,0.4829989
mouse_life_stage,Early adult
parameter_name,Lens Opacity
gene_accession_id,MGI:1933159
gene_symbol,Rnf114
mouse_strain,C57BL
