gene_symbol,Mecom
mouse_life_stage,E12.5
parameter_name,Total holepokes
pvalue,0.3157179
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_id,JAXLA_HBD_001_001
analysis_id,cmlzg63b85ewun8
