gene_symbol,Mecom
parameter_id,MGP_IMM_130_001
analysis_id,97od6s72f25eso3
parameter_name,CD11b-low cDC - % of CD45+
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
pvalue,0.6621074
mouse_strain,C3H
