parameter_id,ESLIM_011_001_705
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
analysis_id,333729b7rsnd17m
parameter_name,Global prepulse inhibition
mouse_strain,129SV
pvalue,0.3922768
