pvalue,0.8893013
parameter_id,MGP_IMM_100_001
gene_symbol,Cntfr
mouse_life_stage,Early adult
analysis_id,u67fuvbuvl33m73
gene_accession_id,MGI:99605
parameter_name,Resting NK cells - % of CD45+
mouse_strain,129SV
