gene_symbol,Bach2
gene_accession_id,MGI:894679
parameter_id,IMPC_XRY_007_001
pvalue,0.9868898
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Clavicle
analysis_id,n0b6a9b0l396fx0
