mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Weight
gene_symbol,Arpc2
analysis_id,76z3ov2sf94797p
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1923959
pvalue,0.3794081
