mouse_life_stage,Late adult
analysis_id,psb8t761jo299y1
mouse_strain,C57BL
pvalue,0.4142171
parameter_name,Clavicle
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
parameter_id,IMPC_XRY_007_001
