mouse_strain,C57BL
analysis_id,07mu3687g8sif2h
gene_accession_id,MGI:1921262
parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
mouse_life_stage,Early adult
gene_symbol,Rap2b
pvalue,0.7559532
