gene_symbol,Zmynd19
gene_accession_id,MGI:1914437
pvalue,0.321263
mouse_strain,C57BL
parameter_id,MGP_PBI_010_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_life_stage,Early adult
analysis_id,b26x8o0he63c320
