gene_symbol,Mapkap1
parameter_id,ESLIM_005_001_005
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
parameter_name,Bone Mineral Content
mouse_strain,C57BL
analysis_id,5e52oi2501e9129
pvalue,0.3183965
