gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
pvalue,0.5245661
mouse_strain,C57BL
parameter_id,MGP_IMM_094_001
analysis_id,pvjnl0euwxu6u76
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
