gene_symbol,Fpgs
analysis_id,bln1bx3519an55o
mouse_life_stage,Early adult
gene_accession_id,MGI:95576
parameter_id,TCPLA_CSD_030_001
pvalue,0.9303168
mouse_strain,C57BL
parameter_name,Tremor
