gene_symbol,Ntmt2
parameter_name,Calcium
mouse_life_stage,Early adult
pvalue,0.8104305
gene_accession_id,MGI:2685053
analysis_id,x8v8u136s5w3yu3
mouse_strain,C57BL
parameter_id,IMPC_CBC_009_001
