gene_symbol,Cds2
parameter_id,MGP_IMM_112_001
mouse_strain,129SV
gene_accession_id,MGI:1332236
analysis_id,rvh3gv4500596c5
pvalue,0.3028046
mouse_life_stage,Early adult
parameter_name,Follicular B cells - % of CD45+
