gene_symbol,Zmynd19
pvalue,0.2753908
mouse_life_stage,Early adult
parameter_name,UIBC (unsaturated iron binding capacity)
gene_accession_id,MGI:1914437
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
analysis_id,7l0xg4m03oh69ss
