parameter_name,Center average speed
mouse_strain,C57BL
parameter_id,IMPC_OFD_017_001
gene_symbol,Fgb
pvalue,0.6659218
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
analysis_id,80qd4bp19tiv313
