gene_symbol,Tiprl
pvalue,0.2727607
analysis_id,k4d5i5qe4k2640c
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_id,MGP_CSD_066_001
mouse_life_stage,E9.5
parameter_name,Snout morphology
