mouse_strain,C57BL
gene_accession_id,MGI:1336200
analysis_id,097z95l0q4mozkc
parameter_id,ESLIM_007_001_011
gene_symbol,Hpca
pvalue,0.754652
mouse_life_stage,Early adult
parameter_name,Centre resting time
