gene_accession_id,MGI:1916363
gene_symbol,Alkbh3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_129_001
pvalue,0.8241663
parameter_name,CD11b-high cDC - % of CD45+
analysis_id,f744619h16n1s6z
