parameter_id,IMPC_CBC_010_001
analysis_id,a4kw90pdnyd56tv
mouse_strain,C57BL
gene_symbol,Gja10
pvalue,0.8168096
parameter_name,Phosphorus
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
