parameter_id,IMPC_ACS_006_001
pvalue,0.1516145
Parameter_name,Response amplitude - S
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
mouse_strain,129SV
analysis_id,m646792puy5ft4p
mouse_life_stage,Early adult
