gene_symbol,Bcs1l
pvalue,0.2720281
gene_accession_id,MGI:1914071
parameter_name,Red blood cell distribution width
parameter_id,IMPC_HEM_027_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,q0w9xf49l6w30x5
