gene_symbol,Kdm4c
parameter_name,Center average speed
parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924054
analysis_id,ocpaw9vj16166pc
pvalue,0.2957944
