gene_symbol,AU040320
parameter_id,ESLIM_011_001_702
mouse_strain,C57BL
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
pvalue,0.3004427
analysis_id,gpuo8f4yb5j68w5
parameter_name,Prepulse inhibition - PP2
