parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,6zm042821z99etq
mouse_life_stage,Early adult
pvalue,0.3992798
gene_symbol,Lcn2
gene_accession_id,MGI:96757
mouse_strain,C57BL
