gene_symbol,Stk35
parameter_id,MGP_IMM_022_001
mouse_life_stage,Early adult
analysis_id,8ntm009904kj4uh
pvalue,0.09427206
gene_accession_id,MGI:1914583
mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of gd T cells
