parameter_name,Periphery distance travelled
gene_symbol,Rab13
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_010_001
pvalue,0.1216213
analysis_id,o0824p925q5ty96
gene_accession_id,MGI:1927232
