parameter_id,M-G-P_009_001_003
parameter_name,Body weight
gene_symbol,Fpgs
mouse_life_stage,Early adult
pvalue,0.5500623
analysis_id,2wrvjad5r1sx9e2
gene_accession_id,MGI:95576
mouse_strain,C57BL
