gene_symbol,Dmap1
parameter_id,M-G-P_016_001_001
mouse_life_stage,E9.5
parameter_name,White blood cell-count
analysis_id,7k5y697hzit0z19
gene_accession_id,MGI:1913483
pvalue,0.9591497
mouse_strain,C57BL
