parameter_id,IMPC_ECG_006_001
analysis_id,c3u46p3w37b873v
gene_accession_id,MGI:1929242
gene_symbol,Ivd
parameter_name,PR
pvalue,0.879896
mouse_life_stage,Early adult
mouse_strain,C57BL
