parameter_id,M-G-P_007_001_011
analysis_id,jyqq1jxp4stb755
gene_accession_id,MGI:1924054
mouse_strain,C57BL
pvalue,0.08917178
parameter_name,center - resting time
gene_symbol,Kdm4c
mouse_life_stage,Early adult
