mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1920344
analysis_id,1lnb37ui15a091a
gene_symbol,Sgip1
pvalue,0.07745378
parameter_name,IgD+ mature B cell number
parameter_id,MGP_PBI_035_001
