parameter_name,Periphery average speed
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,E9.5
analysis_id,714852wppzye605
mouse_strain,C57BL
gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.1245551
