mouse_strain,129SV
analysis_id,x69x23f1d7du89z
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:99605
pvalue,0.5948198
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_036_001
gene_symbol,Cntfr
