gene_symbol,Sass6
mouse_life_stage,E12.5
analysis_id,ymbf1m24bt2995c
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:1920026
mouse_strain,C57BL
parameter_id,MGP_IMM_015_001
pvalue,0.9712471
